"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","Current season","Human population","N","2019-W30","EL514","Drama",96760.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL515","Thasos, Kavala",133849.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL521","Imathia",141403.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL522","Thessaloniki",1105663.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL523","Kilkis",80576.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL524","Pella",137872.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL525","Pieria",131650.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL526","Serres",168245.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL527","Chalkidiki",110587.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL531","Grevena, Kozani",172181.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL611","Karditsa, Trikala",236380.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","EL612","Larisa",281713.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU211","Fejer",416691.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU321","Hajdu-Bihar",530464.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU322","Jasz-Nagykun-Szolnok",371271.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU323","Szabolcs-Szatmar-Bereg",558361.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU331","Bacs-Kiskun",505602.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU332","Bekes",338025.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","HU333","Csongrad",400238.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITC11","Torino",2269120.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITC12","Vercelli",172307.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITC16","Cuneo",588559.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITC17","Asti",215884.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITC18","Alessandria",424174.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITC4B","Mantova",411762.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH31","Verona",922821.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH32","Vicenza",863204.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH34","Treviso",887420.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH35","Venezia",853552.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH36","Padova",936740.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH37","Rovigo",236400.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH41","Pordenone",312080.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH52","Parma",450256.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITH54","Modena",701896.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","ITI33","Macerata",316310.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","MK003","Jugozapaden",219654.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","MK008","Skopski",627498.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO115","Satu Mare",334678.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO125","Mures",538329.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO212","Botosani",385046.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO213","Iasi",791210.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO215","Suceava",626789.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO216","Vaslui",380001.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO221","Braila",294143.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO222","Buzau",419829.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO223","Constanta",676215.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO224","Galati",509471.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO225","Tulcea",197754.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO226","Vrancea",324545.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO311","Arges",585730.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO312","Calarasi",288043.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO316","Prahova",725609.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO317","Teleorman",341440.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO321","Bucuresti",1827810.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO322","Ilfov",473445.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO411","Dolj",630911.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","RO414","Olt",400802.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","SK010","Bratislavsky kraj",650838.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W30","TR100","Istanbul",15029231.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","AT126","Wiener Umland/Nordteil",327072.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","AT127","Wiener Umland/Sudteil",339977.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","AT130","Wien",1888776.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","BG312","Montana",132214.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","BG332","Dobrich",176145.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","BG341","Burgas",411579.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","BG411","Sofia (stolitsa)",1325429.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","CY000","Kypros/Kibris",864236.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","DE300","Berlin",3613495.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","DED51","Leipzig, Kreisfreie Stadt",581980.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","DED52","Leipzig",258008.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","DEE0E","Wittenberg",126815.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL301","Voreios Tomeas Athinon",581584.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL303","Kentrikos Tomeas Athinon",918834.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL305","Anatoliki Attiki",564457.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL511","Evros",147488.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL512","Xanthi",111885.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL513","Rodopi",111193.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL514","Drama",96760.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL515","Thasos, Kavala",133849.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL521","Imathia",141403.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL522","Thessaloniki",1105663.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL523","Kilkis",80576.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL524","Pella",137872.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL525","Pieria",131650.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL526","Serres",168245.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL527","Chalkidiki",110587.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL531","Grevena, Kozani",172181.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL611","Karditsa, Trikala",236380.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","EL612","Larisa",281713.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU211","Fejer",416691.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU321","Hajdu-Bihar",530464.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU322","Jasz-Nagykun-Szolnok",371271.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU323","Szabolcs-Szatmar-Bereg",558361.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU331","Bacs-Kiskun",505602.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU332","Bekes",338025.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","HU333","Csongrad",400238.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITC11","Torino",2269120.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITC12","Vercelli",172307.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITC16","Cuneo",588559.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITC17","Asti",215884.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITC18","Alessandria",424174.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITC4B","Mantova",411762.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH31","Verona",922821.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH32","Vicenza",863204.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH34","Treviso",887420.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH35","Venezia",853552.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH36","Padova",936740.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH37","Rovigo",236400.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH41","Pordenone",312080.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH52","Parma",450256.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITH54","Modena",701896.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","ITI33","Macerata",316310.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","MK003","Jugozapaden",219654.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","MK008","Skopski",627498.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO115","Satu Mare",334678.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO125","Mures",538329.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO212","Botosani",385046.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO213","Iasi",791210.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO215","Suceava",626789.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO216","Vaslui",380001.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO221","Braila",294143.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO222","Buzau",419829.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO223","Constanta",676215.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO224","Galati",509471.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO225","Tulcea",197754.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO226","Vrancea",324545.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO311","Arges",585730.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO312","Calarasi",288043.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO316","Prahova",725609.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO317","Teleorman",341440.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO321","Bucuresti",1827810.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO322","Ilfov",473445.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO411","Dolj",630911.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","RO414","Olt",400802.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","SK010","Bratislavsky kraj",650838.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W31","TR100","Istanbul",15029231.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","AT126","Wiener Umland/Nordteil",327072.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","AT127","Wiener Umland/Sudteil",339977.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","AT130","Wien",1888776.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","BG312","Montana",132214.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","BG332","Dobrich",176145.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","BG341","Burgas",411579.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","BG411","Sofia (stolitsa)",1325429.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","CY000","Kypros/Kibris",864236.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","DE300","Berlin",3613495.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","DED51","Leipzig, Kreisfreie Stadt",581980.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","DED52","Leipzig",258008.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","DEE0E","Wittenberg",126815.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL301","Voreios Tomeas Athinon",581584.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL303","Kentrikos Tomeas Athinon",918834.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL305","Anatoliki Attiki",564457.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL511","Evros",147488.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL512","Xanthi",111885.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL513","Rodopi",111193.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL514","Drama",96760.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL515","Thasos, Kavala",133849.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL521","Imathia",141403.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL522","Thessaloniki",1105663.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL523","Kilkis",80576.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL524","Pella",137872.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL525","Pieria",131650.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL526","Serres",168245.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL527","Chalkidiki",110587.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL531","Grevena, Kozani",172181.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL611","Karditsa, Trikala",236380.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","EL612","Larisa",281713.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU211","Fejer",416691.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU321","Hajdu-Bihar",530464.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU322","Jasz-Nagykun-Szolnok",371271.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU323","Szabolcs-Szatmar-Bereg",558361.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU331","Bacs-Kiskun",505602.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU332","Bekes",338025.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","HU333","Csongrad",400238.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITC11","Torino",2269120.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITC12","Vercelli",172307.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITC16","Cuneo",588559.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITC17","Asti",215884.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITC18","Alessandria",424174.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITC4B","Mantova",411762.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH31","Verona",922821.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH32","Vicenza",863204.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH34","Treviso",887420.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH35","Venezia",853552.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH36","Padova",936740.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH37","Rovigo",236400.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH41","Pordenone",312080.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH52","Parma",450256.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITH54","Modena",701896.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","ITI33","Macerata",316310.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","MK003","Jugozapaden",219654.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","MK008","Skopski",627498.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO115","Satu Mare",334678.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO125","Mures",538329.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO212","Botosani",385046.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO213","Iasi",791210.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO215","Suceava",626789.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO216","Vaslui",380001.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO221","Braila",294143.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO222","Buzau",419829.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO223","Constanta",676215.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO224","Galati",509471.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO225","Tulcea",197754.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO226","Vrancea",324545.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO311","Arges",585730.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO312","Calarasi",288043.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO316","Prahova",725609.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO317","Teleorman",341440.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO321","Bucuresti",1827810.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO322","Ilfov",473445.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO411","Dolj",630911.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","RO414","Olt",400802.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","SK010","Bratislavsky kraj",650838.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W32","TR100","Istanbul",15029231.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","AT126","Wiener Umland/Nordteil",327072.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","AT127","Wiener Umland/Sudteil",339977.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","AT130","Wien",1888776.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","BG312","Montana",132214.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","BG332","Dobrich",176145.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","BG341","Burgas",411579.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","BG411","Sofia (stolitsa)",1325429.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","CY000","Kypros/Kibris",864236.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","DE300","Berlin",3613495.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","DED51","Leipzig, Kreisfreie Stadt",581980.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","DED52","Leipzig",258008.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","DEE0E","Wittenberg",126815.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL301","Voreios Tomeas Athinon",581584.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL303","Kentrikos Tomeas Athinon",918834.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL305","Anatoliki Attiki",564457.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL511","Evros",147488.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL512","Xanthi",111885.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL513","Rodopi",111193.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL514","Drama",96760.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL515","Thasos, Kavala",133849.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL521","Imathia",141403.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL522","Thessaloniki",1105663.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL523","Kilkis",80576.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL524","Pella",137872.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL525","Pieria",131650.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL526","Serres",168245.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL527","Chalkidiki",110587.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL531","Grevena, Kozani",172181.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL611","Karditsa, Trikala",236380.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","EL612","Larisa",281713.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU211","Fejer",416691.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU321","Hajdu-Bihar",530464.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU322","Jasz-Nagykun-Szolnok",371271.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU323","Szabolcs-Szatmar-Bereg",558361.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU331","Bacs-Kiskun",505602.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU332","Bekes",338025.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","HU333","Csongrad",400238.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITC11","Torino",2269120.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITC12","Vercelli",172307.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITC16","Cuneo",588559.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITC17","Asti",215884.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITC18","Alessandria",424174.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITC4B","Mantova",411762.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH31","Verona",922821.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH32","Vicenza",863204.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH34","Treviso",887420.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH35","Venezia",853552.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH36","Padova",936740.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH37","Rovigo",236400.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH41","Pordenone",312080.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH52","Parma",450256.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITH54","Modena",701896.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","ITI33","Macerata",316310.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","MK003","Jugozapaden",219654.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","MK008","Skopski",627498.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO115","Satu Mare",334678.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO125","Mures",538329.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO212","Botosani",385046.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO213","Iasi",791210.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO215","Suceava",626789.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO216","Vaslui",380001.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO221","Braila",294143.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO222","Buzau",419829.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO223","Constanta",676215.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO224","Galati",509471.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO225","Tulcea",197754.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO226","Vrancea",324545.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO311","Arges",585730.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO312","Calarasi",288043.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO316","Prahova",725609.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO317","Teleorman",341440.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO321","Bucuresti",1827810.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO322","Ilfov",473445.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO411","Dolj",630911.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","RO414","Olt",400802.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","SK010","Bratislavsky kraj",650838.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W33","TR100","Istanbul",15029231.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","AT126","Wiener Umland/Nordteil",327072.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","AT127","Wiener Umland/Sudteil",339977.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","AT130","Wien",1888776.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","BG312","Montana",132214.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","BG332","Dobrich",176145.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","BG341","Burgas",411579.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","BG411","Sofia (stolitsa)",1325429.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","CY000","Kypros/Kibris",864236.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","DE300","Berlin",3613495.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","DED51","Leipzig, Kreisfreie Stadt",581980.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","DED52","Leipzig",258008.000000000,""
"West Nile virus infection","Current season","Human population","N","2019-W34","DEE0E","Wittenberg",126815.000000000,""
